fips_code,age_group,population
48245,16-17,6461
48245,18-24,24384
48245,25-39,55183
48245,40-49,29899
48245,50-64,47814
48245,65-74,20429
48245,75-99,15709
48247,0-4,520
48247,5-11,563
48247,12-15,393
48247,16-17,197
48247,18-24,521
48247,25-39,853
48247,40-49,397
48247,50-64,1043
48247,65-74,394
48247,75-99,350
48249,0-4,3109
48249,5-11,4513
48249,12-15,2573
48249,16-17,1267
48249,18-24,3809
48249,25-39,8142
48249,40-49,4483
48249,50-64,6962
48249,65-74,3500
48249,75-99,2613
48251,0-4,11015
48251,5-11,17087
48251,12-15,10365
48251,16-17,5099
48251,18-24,14542
48251,25-39,32459
48251,40-49,21328
48251,50-64,32171
48251,65-74,14073
48251,75-99,9073
48253,0-4,874
48253,5-11,1289
48253,12-15,914
48253,16-17,405
48253,18-24,1751
48253,25-39,5311
48253,40-49,2619
48253,50-64,3744
48253,65-74,1731
48253,75-99,1305
48255,0-4,912
48255,5-11,1278
48255,12-15,686
48255,16-17,361
48255,18-24,1615
48255,25-39,3841
48255,40-49,2017
48255,50-64,2655
48255,65-74,1137
48255,75-99,1043
48257,0-4,8878
48257,5-11,13505
48257,12-15,7974
48257,16-17,3979
48257,18-24,10040
48257,25-39,25566
48257,40-49,16508
48257,50-64,22770
48257,65-74,9037
48257,75-99,5548
48259,0-4,2119
48259,5-11,3964
48259,12-15,2876
48259,16-17,1397
48259,18-24,3503
48259,25-39,6749
48259,40-49,5772
48259,50-64,9120
48259,65-74,4758
48259,75-99,3511
48261,0-4,100
48261,5-11,35
48261,12-15,31
48261,16-17,3
48261,18-24,18
48261,25-39,103
48261,40-49,55
48261,50-64,80
48261,65-74,95
48261,75-99,49
48263,0-4,22
48263,5-11,78
48263,12-15,35
48263,16-17,24
48263,18-24,16
48263,25-39,56
48263,40-49,86
48263,50-64,148
48263,65-74,96
48263,75-99,86
48265,0-4,2652
48265,5-11,3801
48265,12-15,2333
48265,16-17,1216
48265,18-24,4234
48265,25-39,8108
48265,40-49,4903
48265,50-64,10572
48265,65-74,7478
48265,75-99,6546
48267,0-4,280
48267,5-11,272
48267,12-15,227
48267,16-17,153
48267,18-24,227
48267,25-39,486
48267,40-49,452
48267,50-64,1009
48267,65-74,709
48267,75-99,558
48269,0-4,14
48269,5-11,25
48269,12-15,26
48269,16-17,5
48269,18-24,9
48269,25-39,40
48269,40-49,11
48269,50-64,82
48269,65-74,12
48269,75-99,13
48271,0-4,100
48271,5-11,157
48271,12-15,126
48271,16-17,87
48271,18-24,232
48271,25-39,839
48271,40-49,299
48271,50-64,915
48271,65-74,569
48271,75-99,335
48273,0-4,2125
48273,5-11,3023
48273,12-15,1515
48273,16-17,860
48273,18-24,6268
48273,25-39,6028
48273,40-49,3032
48273,50-64,4093
48273,65-74,2253
48273,75-99,1777
48275,0-4,263
48275,5-11,407
48275,12-15,220
48275,16-17,97
48275,18-24,319
48275,25-39,582
48275,40-49,356
48275,50-64,781
48275,65-74,346
48275,75-99,333
48277,0-4,3316
48277,5-11,4512
48277,12-15,2619
48277,16-17,1377
48277,18-24,3965
48277,25-39,8715
48277,40-49,5967
48277,50-64,9756
48277,65-74,5381
48277,75-99,4002
48279,0-4,964
48279,5-11,1454
48279,12-15,848
48279,16-17,400
48279,18-24,1128
48279,25-39,2384
48279,40-49,1351
48279,50-64,2425
48279,65-74,1063
48279,75-99,1106
48281,0-4,1120
48281,5-11,1559
48281,12-15,1325
48281,16-17,629
48281,18-24,1530
48281,25-39,3425
48281,40-49,2931
48281,50-64,4430
48281,65-74,2377
48281,75-99,1537
48283,0-4,323
48283,5-11,580
48283,12-15,385
48283,16-17,209
48283,18-24,685
48283,25-39,1860
48283,40-49,913
48283,50-64,1197
48283,65-74,647
48283,75-99,616
48285,0-4,1202
48285,5-11,1983
48285,12-15,1054
48285,16-17,505
48285,18-24,1494
48285,25-39,3172
48285,40-49,1970
48285,50-64,3978
48285,65-74,2472
48285,75-99,2190
48287,0-4,1060
48287,5-11,1353
48287,12-15,895
48287,16-17,477
48287,18-24,1682
48287,25-39,2831
48287,40-49,2020
48287,50-64,3527
48287,65-74,1844
48287,75-99,1370
48289,0-4,1047
48289,5-11,1527
48289,12-15,893
48289,16-17,431
48289,18-24,1359
48289,25-39,2466
48289,40-49,1899
48289,50-64,3429
48289,65-74,2406
48289,75-99,1769
48291,0-4,5969
48291,5-11,8273
48291,12-15,5162
48291,16-17,2450
48291,18-24,7584
48291,25-39,17076
48291,40-49,10844
48291,50-64,15471
48291,65-74,6789
48291,75-99,4084
48293,0-4,1468
48293,5-11,1991
48293,12-15,1186
48293,16-17,629
48293,18-24,1942
48293,25-39,4534
48293,40-49,2581
48293,50-64,4697
48293,65-74,2646
48293,75-99,1743
48295,0-4,254
48295,5-11,370
48295,12-15,187
48295,16-17,91
48295,18-24,261
48295,25-39,759
48295,40-49,294
48295,50-64,601
48295,65-74,285
48295,75-99,296
48297,0-4,660
48297,5-11,906
48297,12-15,575
48297,16-17,285
48297,18-24,1040
48297,25-39,2366
48297,40-49,1395
48297,50-64,2449
48297,65-74,1365
48297,75-99,1097
48299,0-4,821
48299,5-11,1254
48299,12-15,736
48299,16-17,349
48299,18-24,1046
48299,25-39,2771
48299,40-49,1651
48299,50-64,4763
48299,65-74,4102
48299,75-99,3554
48301,0-4,21
48301,5-11,4
48301,12-15,0
48301,16-17,0
48301,18-24,2
48301,25-39,9
48301,40-49,12
48301,50-64,25
48301,65-74,22
48301,75-99,3
48303,0-4,20437
48303,5-11,28148
48303,12-15,16583
48303,16-17,7893
48303,18-24,51695
48303,25-39,64081
48303,40-49,31575
48303,50-64,47283
48303,65-74,21202
48303,75-99,15911
48305,0-4,388
48305,5-11,688
48305,12-15,339
48305,16-17,163
48305,18-24,445
48305,25-39,1111
48305,40-49,578
48305,50-64,1131
48305,65-74,533
48305,75-99,454
48307,0-4,512
48307,5-11,664
48307,12-15,424
48307,16-17,216
48307,18-24,590
48307,25-39,1261
48307,40-49,828
48307,50-64,1803
48307,65-74,1022
48307,75-99,737
48309,0-4,17564
48309,5-11,23588
48309,12-15,13918
48309,16-17,7050
48309,18-24,36707
48309,25-39,47444
48309,40-49,27148
48309,50-64,42168
48309,65-74,19901
48309,75-99,15601
48311,0-4,64
48311,5-11,91
48311,12-15,59
48311,16-17,11
48311,18-24,54
48311,25-39,147
48311,40-49,105
48311,50-64,102
48311,65-74,83
48311,75-99,59
48313,0-4,879
48313,5-11,1093
48313,12-15,676
48313,16-17,395
48313,18-24,1409
48313,25-39,3651
48313,40-49,1671
48313,50-64,2269
48313,65-74,1157
48313,75-99,998
48315,0-4,441
48315,5-11,720
48315,12-15,420
48315,16-17,215
48315,18-24,642
48315,25-39,1371
48315,40-49,1118
48315,50-64,2498
48315,65-74,1558
48315,75-99,1034
48317,0-4,460
48317,5-11,632
48317,12-15,469
48317,16-17,195
48317,18-24,573
48317,25-39,886
48317,40-49,651
48317,50-64,1101
48317,65-74,391
48317,75-99,292
48319,0-4,272
48319,5-11,388
48319,12-15,212
48319,16-17,124
48319,18-24,327
48319,25-39,627
48319,40-49,339
48319,50-64,876
48319,65-74,628
48319,75-99,393
48321,0-4,2612
48321,5-11,3620
48321,12-15,2223
48321,16-17,1039
48321,18-24,3179
48321,25-39,6356
48321,40-49,4145
48321,50-64,7593
48321,65-74,3458
48321,75-99,2550
48323,0-4,5451
48323,5-11,6850
48323,12-15,3934
48323,16-17,2091
48323,18-24,7008
48323,25-39,11364
48323,40-49,6613
48323,50-64,8159
48323,65-74,3884
48323,75-99,2820
48325,0-4,2930
48325,5-11,4460
48325,12-15,2793
48325,16-17,1414
48325,18-24,4844
48325,25-39,9166
48325,40-49,6030
48325,50-64,10149
48325,65-74,5016
48325,75-99,3255
48327,0-4,9
48327,5-11,152
48327,12-15,84
48327,16-17,21
48327,18-24,90
48327,25-39,348
48327,40-49,308
48327,50-64,441
48327,65-74,320
48327,75-99,346
48329,0-4,14754
48329,5-11,18554
48329,12-15,9816
48329,16-17,4584
48329,18-24,15321
48329,25-39,42019
48329,40-49,18836
48329,50-64,27028
48329,65-74,9684
48329,75-99,7571
48331,0-4,1519
48331,5-11,2134
48331,12-15,1542
48331,16-17,856
48331,18-24,2038
48331,25-39,3948
48331,40-49,2616
48331,50-64,5079
48331,65-74,2839
48331,75-99,2199
48333,0-4,167
48333,5-11,420
48333,12-15,258
48333,16-17,92
48333,18-24,377
48333,25-39,529
48333,40-49,498
48333,50-64,1044
48333,65-74,734
48333,75-99,770
48335,0-4,436
48335,5-11,685
48335,12-15,307
48335,16-17,260
48335,18-24,1261
48335,25-39,2056
48335,40-49,891
48335,50-64,1311
48335,65-74,657
48335,75-99,659
48337,0-4,1141
48337,5-11,1861
48337,12-15,1006
48337,16-17,459
48337,18-24,1390
48337,25-39,2924
48337,40-49,2228
48337,50-64,4120
48337,65-74,2528
48337,75-99,1832
48339,0-4,38701
48339,5-11,60513
48339,12-15,34631
48339,16-17,17484
48339,18-24,47246
48339,25-39,109548
48339,40-49,81553
48339,50-64,108921
48339,65-74,46257
48339,75-99,27095
48341,0-4,1910
48341,5-11,2879
48341,12-15,1321
48341,16-17,634
48341,18-24,2185
48341,25-39,4112
48341,40-49,2777
48341,50-64,3298
48341,65-74,1308
48341,75-99,975
48343,0-4,683
48343,5-11,1139
48343,12-15,715
48343,16-17,305
48343,18-24,931
48343,25-39,2038
48343,40-49,1387
48343,50-64,2518
48343,65-74,1419
48343,75-99,1238
48345,0-4,51
48345,5-11,167
48345,12-15,65
48345,16-17,36
48345,18-24,53
48345,25-39,245
48345,40-49,85
48345,50-64,157
48345,65-74,242
48345,75-99,151
48347,0-4,4269
48347,5-11,5988
48347,12-15,3301
48347,16-17,1617
48347,18-24,12531
48347,25-39,11235
48347,40-49,6314
48347,50-64,10798
48347,65-74,5484
48347,75-99,3802
48349,0-4,3576
48349,5-11,4775
48349,12-15,3056
48349,16-17,1447
48349,18-24,4174
48349,25-39,8257
48349,40-49,6141
48349,50-64,9339
48349,65-74,4708
48349,75-99,3521
48351,0-4,632
48351,5-11,1117
48351,12-15,689
48351,16-17,366
48351,18-24,1290
48351,25-39,2134
48351,40-49,1713
48351,50-64,3173
48351,65-74,1605
48351,75-99,1195
48353,0-4,1078
48353,5-11,1502
48353,12-15,878
48353,16-17,415
48353,18-24,1533
48353,25-39,2421
48353,40-49,1755
48353,50-64,2693
48353,65-74,1472
48353,75-99,1158
48355,0-4,24411
48355,5-11,34914
48355,12-15,19889
48355,16-17,10324
48355,18-24,36442
48355,25-39,76483
48355,40-49,42823
48355,50-64,65371
48355,65-74,29909
48355,75-99,20974
48357,0-4,850
48357,5-11,1177
48357,12-15,777
48357,16-17,349
48357,18-24,907
48357,25-39,1937
48357,40-49,1364
48357,50-64,1706
48357,65-74,653
48357,75-99,411
48359,0-4,120
48359,5-11,242
48359,12-15,233
48359,16-17,109
48359,18-24,127
48359,25-39,317
48359,40-49,272
48359,50-64,365
48359,65-74,210
48359,75-99,99
48361,0-4,5757
48361,5-11,8077
48361,12-15,4654
48361,16-17,2362
48361,18-24,7080
48361,25-39,15908
48361,40-49,10356
48361,50-64,16765
48361,65-74,7592
48361,75-99,5518
48363,0-4,1736
48363,5-11,2677
48363,12-15,1497
48363,16-17,776
48363,18-24,2405
48363,25-39,5045
48363,40-49,2958
48363,50-64,5898
48363,65-74,3221
48363,75-99,2327
48365,0-4,1396
48365,5-11,2027
48365,12-15,1449
48365,16-17,633
48365,18-24,2082
48365,25-39,4400
48365,40-49,2460
48365,50-64,4525
48365,65-74,2445
48365,75-99,1911
48367,0-4,8256
48367,5-11,13067
48367,12-15,7863
48367,16-17,3957
48367,18-24,10881
48367,25-39,23331
48367,40-49,17755
48367,50-64,28190
48367,65-74,12813
48367,75-99,7698
48369,0-4,754
48369,5-11,1109
48369,12-15,680
48369,16-17,307
48369,18-24,879
48369,25-39,1955
48369,40-49,986
48369,50-64,1736
48369,65-74,749
48369,75-99,563
48371,0-4,1015
48371,5-11,1688
48371,12-15,787
48371,16-17,397
48371,18-24,1383
48371,25-39,3851
48371,40-49,1852
48371,50-64,2829
48371,65-74,1121
48371,75-99,891
48373,0-4,2591
48373,5-11,3882
48373,12-15,2301
48373,16-17,1139
48373,18-24,3798
48373,25-39,8152
48373,40-49,6261
48373,50-64,11749
48373,65-74,6198
48373,75-99,2842
48375,0-4,9465
48375,5-11,13133
48375,12-15,7034
48375,16-17,3300
48375,18-24,11028
48375,25-39,26202
48375,40-49,14639
48375,50-64,20290
48375,65-74,8354
48375,75-99,6229
48377,0-4,492
48377,5-11,769
48377,12-15,374
48377,16-17,174
48377,18-24,755
48377,25-39,831
48377,40-49,746
48377,50-64,1151
48377,65-74,909
48377,75-99,774
48379,0-4,592
48379,5-11,849
48379,12-15,567
48379,16-17,285
48379,18-24,738
48379,25-39,1856
48379,40-49,1300
48379,50-64,2685
48379,65-74,1790
48379,75-99,1103
48381,0-4,8664
48381,5-11,12822
48381,12-15,7156
48381,16-17,3595
48381,18-24,13399
48381,25-39,28872
48381,40-49,15742
48381,50-64,24117
48381,65-74,11547
48381,75-99,8112
48383,0-4,328
48383,5-11,568
48383,12-15,253
48383,16-17,82
48383,18-24,360
48383,25-39,911
48383,40-49,383
48383,50-64,573
48383,65-74,168
48383,75-99,140
48385,0-4,230
48385,5-11,348
48385,12-15,197
48385,16-17,102
48385,18-24,274
48385,25-39,369
48385,40-49,309
48385,50-64,604
48385,65-74,450
48385,75-99,525
48387,0-4,538
48387,5-11,886
48387,12-15,705
48387,16-17,311
48387,18-24,809
48387,25-39,2123
48387,40-49,1289
48387,50-64,2534
48387,65-74,1645
48387,75-99,1330
48389,0-4,900
48389,5-11,1354
48389,12-15,781
48389,16-17,401
48389,18-24,1557
48389,25-39,4031
48389,40-49,2223
48389,50-64,2285
48389,65-74,1106
48389,75-99,855
48391,0-4,425
48391,5-11,575
48391,12-15,456
48391,16-17,200
48391,18-24,672
48391,25-39,1000
48391,40-49,809
48391,50-64,1462
48391,65-74,871
48391,75-99,675
48393,0-4,28
48393,5-11,79
48393,12-15,70
48393,16-17,40
48393,18-24,28
48393,25-39,122
48393,40-49,100
48393,50-64,132
48393,65-74,91
48393,75-99,115
48395,0-4,1101
48395,5-11,1573
48395,12-15,920
48395,16-17,447
48395,18-24,1350
48395,25-39,2720
48395,40-49,2038
48395,50-64,3612
48395,65-74,1935
48395,75-99,1294
48397,0-4,6000
48397,5-11,10425
48397,12-15,6663
48397,16-17,3304
48397,18-24,7698
48397,25-39,17909
48397,40-49,14858
48397,50-64,18564
48397,65-74,7249
48397,75-99,4505
48399,0-4,567
48399,5-11,976
48399,12-15,545
48399,16-17,308
48399,18-24,819
48399,25-39,1776
48399,40-49,1093
48399,50-64,2072
48399,65-74,1135
48399,75-99,986
48401,0-4,3090
48401,5-11,4942
48401,12-15,2721
48401,16-17,1396
48401,18-24,4763
48401,25-39,11215
48401,40-49,6483
48401,50-64,10315
48401,65-74,5052
48401,75-99,3778
48403,0-4,491
48403,5-11,713
48403,12-15,509
48403,16-17,251
48403,18-24,580
48403,25-39,1310
48403,40-49,1028
48403,50-64,2398
48403,65-74,1849
48403,75-99,1343
48405,0-4,418
48405,5-11,557
48405,12-15,450
48405,16-17,217
48405,18-24,548
48405,25-39,1129
48405,40-49,897
48405,50-64,1886
48405,65-74,1273
48405,75-99,911
48407,0-4,1455
48407,5-11,2456
48407,12-15,1668
48407,16-17,659
48407,18-24,1989
48407,25-39,4253
48407,40-49,3248
48407,50-64,6225
48407,65-74,3785
48407,75-99,2442
48409,0-4,4862
48409,5-11,6929
48409,12-15,4247
48409,16-17,2064
48409,18-24,6042
48409,25-39,13074
48409,40-49,8238
48409,50-64,11762
48409,65-74,5822
48409,75-99,3968
48411,0-4,310
48411,5-11,449
48411,12-15,321
48411,16-17,164
48411,18-24,540
48411,25-39,1061
48411,40-49,615
48411,50-64,1149
48411,65-74,778
48411,75-99,604
48413,0-4,217
48413,5-11,311
48413,12-15,177
48413,16-17,84
48413,18-24,226
48413,25-39,670
48413,40-49,231
48413,50-64,507
48413,65-74,361
48413,75-99,199
48415,0-4,1143
48415,5-11,1630
48415,12-15,1097
48415,16-17,429
48415,18-24,1656
48415,25-39,3466
48415,40-49,2082
48415,50-64,3015
48415,65-74,1380
48415,75-99,1198
48417,0-4,204
48417,5-11,295
48417,12-15,162
48417,16-17,111
48417,18-24,285
48417,25-39,468
48417,40-49,438
48417,50-64,701
48417,65-74,339
48417,75-99,293
48419,0-4,1807
48419,5-11,2532
48419,12-15,1557
48419,16-17,757
48419,18-24,2461
48419,25-39,4104
48419,40-49,2923
48419,50-64,4803
48419,65-74,2481
48419,75-99,1924
48421,0-4,174
48421,5-11,226
48421,12-15,186
48421,16-17,104
48421,18-24,293
48421,25-39,544
48421,40-49,417
48421,50-64,707
48421,65-74,198
48421,75-99,210
48423,0-4,15529
48423,5-11,21804
48423,12-15,12457
48423,16-17,6222
48423,18-24,22522
48423,25-39,44916
48423,40-49,26270
48423,50-64,40885
48423,65-74,20890
48423,75-99,15954
48425,0-4,448
48425,5-11,734
48425,12-15,583
48425,16-17,232
48425,18-24,616
48425,25-39,1693
48425,40-49,1014
48425,50-64,1916
48425,65-74,981
48425,75-99,643
48427,0-4,6345
48427,5-11,8103
48427,12-15,4424
48427,16-17,2282
48427,18-24,7327
48427,25-39,12471
48427,40-49,7349
48427,50-64,8581
48427,65-74,4029
48427,75-99,3167
48429,0-4,481
48429,5-11,898
48429,12-15,511
48429,16-17,229
48429,18-24,956
48429,25-39,1662
48429,40-49,1021
48429,50-64,1781
48429,65-74,1005
48429,75-99,820
48431,0-4,77
48431,5-11,186
48431,12-15,88
48431,16-17,73
48431,18-24,32
48431,25-39,147
48431,40-49,240
48431,50-64,232
48431,65-74,94
48431,75-99,62
48433,0-4,124
48433,5-11,115
48433,12-15,109
48433,16-17,49
48433,18-24,90
48433,25-39,168
48433,40-49,146
48433,50-64,374
48433,65-74,142
48433,75-99,158
48435,0-4,330
48435,5-11,371
48435,12-15,230
48435,16-17,78
48435,18-24,255
48435,25-39,739
48435,40-49,431
48435,50-64,699
48435,65-74,406
48435,75-99,285
48437,0-4,453
48437,5-11,717
48437,12-15,454
48437,16-17,251
48437,18-24,545
48437,25-39,1701
48437,40-49,737
48437,50-64,1209
48437,65-74,772
48437,75-99,593
48439,0-4,144559
48439,5-11,213596
48439,12-15,124519
48439,16-17,60971
48439,18-24,192114
48439,25-39,450053
48439,40-49,273815
48439,50-64,364406
48439,65-74,138550
48439,75-99,87188
48441,0-4,10069
48441,5-11,12822
48441,12-15,7456
48441,16-17,3535
48441,18-24,19470
48441,25-39,28818
48441,40-49,13128
48441,50-64,22090
48441,65-74,10561
48441,75-99,8921
48443,0-4,26
48443,5-11,72
48443,12-15,22
48443,16-17,15
48443,18-24,7
48443,25-39,156
48443,40-49,75
48443,50-64,230
48443,65-74,205
48443,75-99,88
48445,0-4,1039
48445,5-11,1354
48445,12-15,703
48445,16-17,354
48445,18-24,1088
48445,25-39,2726
48445,40-49,1233
48445,50-64,2142
48445,65-74,1061
48445,75-99,828
48447,0-4,77
48447,5-11,70
48447,12-15,49
48447,16-17,34
48447,18-24,116
48447,25-39,187
48447,40-49,161
48447,50-64,340
48447,65-74,209
48447,75-99,193
48449,0-4,2519
48449,5-11,3832
48449,12-15,2041
48449,16-17,1041
48449,18-24,3303
48449,25-39,5755
48449,40-49,4088
48449,50-64,5500
48449,65-74,2650
48449,75-99,1911
48451,0-4,8021
48451,5-11,10685
48451,12-15,6451
48451,16-17,2879
48451,18-24,14369
48451,25-39,25359
48451,40-49,12260
48451,50-64,20125
48451,65-74,10172
48451,75-99,7665
48453,0-4,78278
48453,5-11,104741
48453,12-15,58918
48453,16-17,28038
48453,18-24,113800
48453,25-39,349016
48453,40-49,176653
48453,50-64,200878
48453,65-74,74938
48453,75-99,41545
48455,0-4,729
48455,5-11,1267
48455,12-15,674
48455,16-17,318
48455,18-24,1041
48455,25-39,1927
48455,40-49,1574
48455,50-64,3257
48455,65-74,2156
48455,75-99,1677
48457,0-4,1016
48457,5-11,1635
48457,12-15,964
48457,16-17,547
48457,18-24,2240
48457,25-39,3850
48457,40-49,2359
48457,50-64,4264
48457,65-74,2642
48457,75-99,2001
48459,0-4,2370
48459,5-11,4075
48459,12-15,2226
48459,16-17,1143
48459,18-24,3307
48459,25-39,6696
48459,40-49,5242
48459,50-64,8609
48459,65-74,4209
48459,75-99,3141
48461,0-4,259
48461,5-11,316
48461,12-15,252
48461,16-17,131
48461,18-24,271
48461,25-39,636
48461,40-49,476
48461,50-64,707
48461,65-74,331
48461,75-99,280
48463,0-4,1976
48463,5-11,2617
48463,12-15,1840
48463,16-17,864
48463,18-24,2883
48463,25-39,4891
48463,40-49,3133
48463,50-64,4222
48463,65-74,2506
48463,75-99,1988
48465,0-4,4132
48465,5-11,4998
48465,12-15,3265
48465,16-17,1549
48465,18-24,5523
48465,25-39,10162
48465,40-49,5429
48465,50-64,6983
48465,65-74,3817
48465,75-99,3111
48467,0-4,3129
48467,5-11,4902
48467,12-15,3122
48467,16-17,1621
48467,18-24,4178
48467,25-39,9021
48467,40-49,6530
48467,50-64,11553
48467,65-74,6358
48467,75-99,4690
48469,0-4,6491
48469,5-11,9094
48469,12-15,5299
48469,16-17,2600
48469,18-24,8373
48469,25-39,18697
48469,40-49,10299
48469,50-64,16689
48469,65-74,8466
48469,75-99,6101
48471,0-4,3065
48471,5-11,4210
48471,12-15,2438
48471,16-17,1088
48471,18-24,14923
48471,25-39,15182
48471,40-49,9180
48471,50-64,13048
48471,65-74,5505
48471,75-99,3682
48473,0-4,3383
48473,5-11,5143
48473,12-15,2717
48473,16-17,1289
48473,18-24,10721
48473,25-39,8494
48473,40-49,5541
48473,50-64,8532
48473,65-74,3815
48473,75-99,2198
48475,0-4,851
48475,5-11,1239
48475,12-15,754
48475,16-17,378
48475,18-24,1067
48475,25-39,2412
48475,40-49,1376
48475,50-64,1975
48475,65-74,910
48475,75-99,696
48477,0-4,2112
48477,5-11,2758
48477,12-15,1917
48477,16-17,915
48477,18-24,3974
48477,25-39,5051
48477,40-49,3807
48477,50-64,7254
48477,65-74,3793
48477,75-99,3583
48479,0-4,26080
48479,5-11,34298
48479,12-15,20551
48479,16-17,9984
48479,18-24,31289
48479,25-39,55242
48479,40-49,33546
48479,50-64,37395
48479,65-74,14831
48479,75-99,10310
48481,0-4,2836
48481,5-11,4029
48481,12-15,2691
48481,16-17,1245
48481,18-24,3785
48481,25-39,7753
48481,40-49,4320
48481,50-64,7998
48481,65-74,3846
48481,75-99,3073
48483,0-4,360
48483,5-11,610
48483,12-15,267
48483,16-17,133
48483,18-24,345
48483,25-39,977
48483,40-49,597
48483,50-64,1026
48483,65-74,579
48483,75-99,445
48485,0-4,8527
48485,5-11,11661
48485,12-15,6255
48485,16-17,2987
48485,18-24,17865
48485,25-39,27244
48485,40-49,14633
48485,50-64,23381
48485,65-74,10402
48485,75-99,8641
48487,0-4,701
48487,5-11,1179
48487,12-15,654
48487,16-17,343
48487,18-24,1101
48487,25-39,2530
48487,40-49,1387
48487,50-64,2571
48487,65-74,1373
48487,75-99,995
48489,0-4,1388
48489,5-11,1945
48489,12-15,1301
48489,16-17,559
48489,18-24,3098
48489,25-39,4865
48489,40-49,2258
48489,50-64,3219
48489,65-74,1640
48489,75-99,1314
48491,0-4,36092
48491,5-11,56462
48491,12-15,33528
48491,16-17,16241
48491,18-24,43203
48491,25-39,122090
48491,40-49,84236
48491,50-64,91012
48491,65-74,40534
48491,75-99,24206
48493,0-4,2942
48493,5-11,4627
48493,12-15,2889
48493,16-17,1591
48493,18-24,4038
48493,25-39,8385
48493,40-49,6601
48493,50-64,10543
48493,65-74,4604
48493,75-99,2953
48495,0-4,622
48495,5-11,950
48495,12-15,517
48495,16-17,263
48495,18-24,903
48495,25-39,1330
48495,40-49,1180
48495,50-64,1196
48495,65-74,518
48495,75-99,388
48497,0-4,4230
48497,5-11,6331
48497,12-15,3926
48497,16-17,1974
48497,18-24,5377
48497,25-39,12521
48497,40-49,8216
48497,50-64,13864
48497,65-74,6169
48497,75-99,3682
48499,0-4,2145
48499,5-11,3455
48499,12-15,1974
48499,16-17,1041
48499,18-24,3497
48499,25-39,6406
48499,40-49,4619
48499,50-64,9371
48499,65-74,6858
48499,75-99,5000
48501,0-4,790
48501,5-11,1191
48501,12-15,568
48501,16-17,303
48501,18-24,907
48501,25-39,1608
48501,40-49,1046
48501,50-64,1228
48501,65-74,659
48501,75-99,332
48503,0-4,1060
48503,5-11,1771
48503,12-15,1050
48503,16-17,495
48503,18-24,1187
48503,25-39,3180
48503,40-49,1977
48503,50-64,3635
48503,65-74,1947
48503,75-99,1734
48505,0-4,1328
48505,5-11,2120
48505,12-15,863
48505,16-17,485
48505,18-24,1466
48505,25-39,2545
48505,40-49,1689
48505,50-64,1833
48505,65-74,1092
48505,75-99,883
48507,0-4,890
48507,5-11,1507
48507,12-15,785
48507,16-17,374
48507,18-24,1390
48507,25-39,2032
48507,40-49,1538
48507,50-64,1858
48507,65-74,979
48507,75-99,686
49001,0-4,611
49001,5-11,747
49001,12-15,522
49001,16-17,259
49001,18-24,550
49001,25-39,1112
49001,40-49,723
49001,50-64,1071
49001,65-74,565
49001,75-99,358
49003,0-4,4395
49003,5-11,7038
49003,12-15,3896
49003,16-17,1861
49003,18-24,4877
49003,25-39,10261
49003,40-49,6105
49003,50-64,8670
49003,65-74,3880
49003,75-99,2963
49005,0-4,10791
49005,5-11,14771
49005,12-15,8321
49005,16-17,4021
49005,18-24,23591
49005,25-39,25063
49005,40-49,11849
49005,50-64,14419
49005,65-74,6499
49005,75-99,4840
49007,0-4,1220
49007,5-11,2201
49007,12-15,1278
49007,16-17,621
49007,18-24,1906
49007,25-39,3594
49007,40-49,2374
49007,50-64,3705
49007,65-74,2030
49007,75-99,1379
49009,0-4,24
49009,5-11,60
49009,12-15,37
49009,16-17,14
49009,18-24,76
49009,25-39,86
49009,40-49,61
49009,50-64,178
49009,65-74,62
49009,75-99,15
49011,0-4,29789
49011,5-11,45147
49011,12-15,25270
49011,16-17,12060
49011,18-24,31876
49011,25-39,75878
49011,40-49,42807
49011,50-64,49184
49011,65-74,20132
49011,75-99,13624
49013,0-4,1933
49013,5-11,2684
49013,12-15,1491
49013,16-17,715
49013,18-24,1546
49013,25-39,4152
49013,40-49,2284
49013,50-64,3049
49013,65-74,1312
49013,75-99,982
49015,0-4,655
49015,5-11,1294
49015,12-15,712
49015,16-17,349
49015,18-24,795
49015,25-39,1718
49015,40-49,1100
49015,50-64,1833
49015,65-74,998
49015,75-99,663
49017,0-4,313
49017,5-11,452
49017,12-15,278
49017,16-17,152
49017,18-24,356
49017,25-39,833
49017,40-49,516
49017,50-64,1010
49017,65-74,663
49017,75-99,425
49019,0-4,481
49019,5-11,911
49019,12-15,445
49019,16-17,191
49019,18-24,700
49019,25-39,2031
49019,40-49,1285
49019,50-64,1891
49019,65-74,1088
49019,75-99,616
49021,0-4,4085
49021,5-11,5952
49021,12-15,3085
49021,16-17,1590
49021,18-24,7852
49021,25-39,9969
49021,40-49,5226
49021,50-64,7029
49021,65-74,4011
49021,75-99,2414
49023,0-4,967
49023,5-11,1632
49023,12-15,858
49023,16-17,447
49023,18-24,1053
49023,25-39,2119
49023,40-49,1368
49023,50-64,1535
49023,65-74,800
49023,75-99,521
49025,0-4,432
49025,5-11,644
49025,12-15,433
49025,16-17,253
49025,18-24,396
49025,25-39,1472
49025,40-49,656
49025,50-64,1511
49025,65-74,1069
49025,75-99,617
49027,0-4,1025
49027,5-11,1536
49027,12-15,1003
49027,16-17,444
49027,18-24,978
49027,25-39,2248
49027,40-49,1324
